scheme_code,date,nav
120101,18-11-2025,412.3613
120101,19-11-2025,417.6431
120101,20-11-2025,418.7556
120101,21-11-2025,422.9978
120101,22-11-2025,429.3905
120101,23-11-2025,425.8824
120101,24-11-2025,424.0203
120101,25-11-2025,421.8489
120101,26-11-2025,416.091
120101,27-11-2025,422.6819
120101,28-11-2025,418.916
120101,29-11-2025,417.5895
120101,30-11-2025,416.4872
120101,01-12-2025,416.4029
120101,02-12-2025,419.4281
120101,03-12-2025,420.8831
120101,04-12-2025,418.9897
120101,05-12-2025,417.2207
120101,06-12-2025,418.8244
120101,07-12-2025,417.4901
120101,08-12-2025,423.7498
120101,09-12-2025,427.2171
120101,10-12-2025,432.2209
120101,11-12-2025,431.6883
120101,12-12-2025,435.1633
120101,13-12-2025,435.8067
120101,14-12-2025,432.1506
120101,15-12-2025,431.8203
120101,16-12-2025,428.6221
120101,17-12-2025,427.3109
120101,18-12-2025,429.8649
120101,19-12-2025,435.1172
120101,20-12-2025,436.1635
120101,21-12-2025,438.1066
120101,22-12-2025,444.8899
120101,23-12-2025,446.2452
120101,24-12-2025,457.0872
120101,25-12-2025,456.5538
120101,26-12-2025,452.4659
120101,27-12-2025,452.6842
120101,28-12-2025,453.0449
120101,29-12-2025,457.9508
120101,30-12-2025,461.8225
120101,31-12-2025,457.5616
120101,01-01-2026,453.8234
120101,02-01-2026,454.3544
120101,03-01-2026,453.1869
120101,04-01-2026,450.5512
120101,05-01-2026,452.0354
120101,06-01-2026,456.4085
120101,07-01-2026,457.1867
120101,08-01-2026,452.1629
120101,09-01-2026,452.4132
120101,10-01-2026,456.7651
120101,11-01-2026,455.154
120101,12-01-2026,455.5071
120101,13-01-2026,455.9401
120101,14-01-2026,454.5743
120101,15-01-2026,457.8636
120101,16-01-2026,455.1917
120101,17-01-2026,455.4141
120101,18-01-2026,452.4549
120101,19-01-2026,451.1778
120101,20-01-2026,452.5732
120101,21-01-2026,452.763
120101,22-01-2026,460.8444
120101,23-01-2026,459.9503
120101,24-01-2026,460.8631
120101,25-01-2026,465.0457
120101,26-01-2026,458.0711
120101,27-01-2026,452.7414
120101,28-01-2026,449.4862
120101,29-01-2026,452.5578
120101,30-01-2026,449.2951
120101,31-01-2026,456.9257
120101,01-02-2026,455.1913
120101,02-02-2026,454.6148
120101,03-02-2026,462.3184
120101,04-02-2026,468.0346
120101,05-02-2026,473.0495
120101,06-02-2026,476.8883
120101,07-02-2026,481.5955
120101,08-02-2026,483.6546
120101,09-02-2026,487.0108
120101,10-02-2026,484.0207
120101,11-02-2026,483.5991
120101,12-02-2026,484.5041
120101,13-02-2026,485.5696
120101,14-02-2026,484.7121
120101,15-02-2026,488.2998
120101,16-02-2026,490.2833
120101,17-02-2026,489.9567
120101,18-02-2026,496.9429
120101,19-02-2026,495.5283
120101,20-02-2026,493.2765
120101,21-02-2026,491.3537
120101,22-02-2026,484.6077
120101,23-02-2026,483.4242
120101,24-02-2026,483.5396
120101,25-02-2026,490.2538
120101,26-02-2026,493.1158
120101,27-02-2026,489.3246
120101,28-02-2026,496.3294
120101,01-03-2026,500.003
120101,02-03-2026,502.6976
120101,03-03-2026,504.1374
120101,04-03-2026,497.8243
120101,05-03-2026,497.8637
120101,06-03-2026,499.3414
120101,07-03-2026,507.6615
120101,08-03-2026,512.1053
120101,09-03-2026,508.6456
120101,10-03-2026,505.9546
120101,11-03-2026,507.0961
120101,12-03-2026,499.6065
120101,13-03-2026,498.9268
120101,14-03-2026,498.2516
120101,15-03-2026,494.9828
120101,16-03-2026,488.1622
120101,17-03-2026,490.1323
120101,18-03-2026,487.0456
120101,19-03-2026,483.9103
120101,20-03-2026,476.7581
120101,21-03-2026,476.5565
120101,22-03-2026,482.5642
120101,23-03-2026,491.0179
120101,24-03-2026,487.8506
120101,25-03-2026,487.7056
120101,26-03-2026,490.9233
120101,27-03-2026,488.9636
120101,28-03-2026,491.9604
120101,29-03-2026,495.0307
120101,30-03-2026,498.3834
120101,31-03-2026,499.786
120101,01-04-2026,500.8994
120101,02-04-2026,499.6856
120101,03-04-2026,497.0575
120101,04-04-2026,495.3308
120101,05-04-2026,496.9516
120101,06-04-2026,501.5361
120101,07-04-2026,500.4531
120101,08-04-2026,504.9737
120101,09-04-2026,504.6295
120101,10-04-2026,502.6806
120101,11-04-2026,501.7263
120101,12-04-2026,492.4118
120101,13-04-2026,496.624
120101,14-04-2026,497.4947
120101,15-04-2026,498.1899
120101,16-04-2026,499.0012
120101,17-04-2026,499.6801
120101,18-04-2026,495.5312
120101,19-04-2026,492.981
120101,20-04-2026,496.8455
120101,21-04-2026,492.3187
120101,22-04-2026,490.8589
120101,23-04-2026,485.0035
120101,24-04-2026,486.0112
120101,25-04-2026,487.9904
120101,26-04-2026,484.0718
120101,27-04-2026,490.3511
120101,28-04-2026,490.4458
120101,29-04-2026,487.0693
120101,30-04-2026,487.5576
120101,01-05-2026,490.8521
120101,02-05-2026,486.5878
120101,03-05-2026,484.2047
120101,04-05-2026,485.6913
120101,05-05-2026,486.2004
120101,06-05-2026,486.8334
120101,07-05-2026,488.8147
120101,08-05-2026,485.4293
120101,09-05-2026,486.0977
120101,10-05-2026,483.9906
120101,11-05-2026,474.9197
120101,12-05-2026,476.8403
120101,13-05-2026,479.3419
120101,14-05-2026,471.4349
120101,15-05-2026,466.9507
120101,16-05-2026,470.1923
120101,17-05-2026,474.3883
120101,18-05-2026,475.9364
120101,19-05-2026,471.6843
120101,20-05-2026,472.5606
120101,21-05-2026,476.5596
120101,22-05-2026,472.8124
120101,23-05-2026,471.173
120101,24-05-2026,471.0433
120101,25-05-2026,467.4804
120101,26-05-2026,468.9773
120101,27-05-2026,471.0225
120101,28-05-2026,470.2859
120101,29-05-2026,471.4036
120101,30-05-2026,470.2538
120101,31-05-2026,462.7448
120101,01-06-2026,464.64
120101,02-06-2026,463.2049
120101,03-06-2026,462.5048
120101,04-06-2026,472.0926
120101,05-06-2026,473.4002
120101,06-06-2026,470.9893
120101,07-06-2026,471.6486
120101,08-06-2026,476.0177
120101,09-06-2026,477.1361
120101,10-06-2026,474.2543
120101,11-06-2026,476.7539
120101,12-06-2026,472.8907
120101,13-06-2026,480.7036
120101,14-06-2026,484.5174
120101,15-06-2026,483.3529
120101,16-06-2026,486.7306
120101,17-06-2026,486.1554
120101,18-06-2026,490.3007
120101,19-06-2026,493.4618
120101,20-06-2026,491.8958
120101,21-06-2026,491.0241
120101,22-06-2026,495.3914
120101,23-06-2026,494.5668
120101,24-06-2026,493.0575
120101,25-06-2026,491.7604
120101,26-06-2026,492.7231
120101,27-06-2026,500.2581
120101,28-06-2026,495.538
120101,29-06-2026,494.7428
120101,30-06-2026,499.2293
120101,01-07-2026,497.8603
120101,02-07-2026,500.6819
120101,03-07-2026,495.158
120101,04-07-2026,496.8458
120101,05-07-2026,496.5172
120101,06-07-2026,497.2397
120101,07-07-2026,500.6858
120101,08-07-2026,509.9587
120101,09-07-2026,512.7239
120101,10-07-2026,513.6485
120101,11-07-2026,515.4754
120101,12-07-2026,514.1808
120101,13-07-2026,515.4885
120101,14-07-2026,514.9538
120101,15-07-2026,517.0813
120101,16-07-2026,520.757
120101,17-07-2026,516.5542
120101,18-07-2026,519.6148
120101,19-07-2026,523.8423
120101,20-07-2026,525.7742
120101,21-07-2026,519.2292
120101,22-07-2026,515.4377
120101,23-07-2026,519.1462
120101,24-07-2026,519.7549
120101,25-07-2026,514.9312
120101,26-07-2026,512.1574
120101,27-07-2026,517.2479
120101,28-07-2026,518.3201
120101,29-07-2026,519.074
120101,30-07-2026,519.8473
120101,31-07-2026,517.4324
120101,01-08-2026,512.9255
120101,02-08-2026,518.2214
120101,03-08-2026,515.5056
120101,04-08-2026,520.0516
120101,05-08-2026,525.1996
120101,06-08-2026,529.4297
120101,07-08-2026,530.211
120101,08-08-2026,533.0725
120101,09-08-2026,533.8789
120101,10-08-2026,527.573
120101,11-08-2026,529.5444
120101,12-08-2026,528.1618
120101,13-08-2026,527.7519
120101,14-08-2026,527.2925
120101,15-08-2026,527.8693
120101,16-08-2026,527.647
120101,17-08-2026,528.1
120101,18-08-2026,533.0182
120101,19-08-2026,532.6543
120101,20-08-2026,535.3168
120101,21-08-2026,529.0321
120101,22-08-2026,529.8252
120101,23-08-2026,538.2837
120101,24-08-2026,534.1232
120101,25-08-2026,531.317
120101,26-08-2026,537.7762
120101,27-08-2026,540.2831
120101,28-08-2026,543.5437
120101,29-08-2026,543.0776
120101,30-08-2026,544.3744
120101,31-08-2026,548.7028
120101,01-09-2026,548.6931
120101,02-09-2026,550.5453
120101,03-09-2026,555.4984
120101,04-09-2026,561.8756
120101,05-09-2026,564.4952
120101,06-09-2026,560.879
120101,07-09-2026,569.5602
120101,08-09-2026,569.462
120101,09-09-2026,562.183
120101,10-09-2026,567.8892
120101,11-09-2026,568.125
120101,12-09-2026,568.7658
120101,13-09-2026,569.9232
120101,14-09-2026,571.6569
120101,15-09-2026,573.1244
120101,16-09-2026,571.8149
120101,17-09-2026,572.0193
120101,18-09-2026,568.0769
120101,19-09-2026,571.1251
120101,20-09-2026,575.7884
120101,21-09-2026,573.8589
120101,22-09-2026,578.06
120101,23-09-2026,579.1115
120101,24-09-2026,581.4143
120101,25-09-2026,579.6375
120101,26-09-2026,583.1828
120101,27-09-2026,580.3553
120101,28-09-2026,580.5249
120101,29-09-2026,579.4644
120101,30-09-2026,579.1966
120101,01-10-2026,585.3173
120101,02-10-2026,577.0985
120101,03-10-2026,573.9279
120101,04-10-2026,570.8239
120101,05-10-2026,573.1444
120101,06-10-2026,582.2351
120101,07-10-2026,581.4423
120101,08-10-2026,580.2294
120101,09-10-2026,584.3018
120101,10-10-2026,589.9398
120101,11-10-2026,587.9943
120101,12-10-2026,591.4568
120101,13-10-2026,594.334
120101,14-10-2026,598.7044
120101,15-10-2026,598.6971
120101,16-10-2026,601.9045
120101,17-10-2026,590.5158
120101,18-10-2026,592.2492
120101,19-10-2026,591.2093
120101,20-10-2026,584.4744
120101,21-10-2026,585.7596
120101,22-10-2026,592.5187
120101,23-10-2026,591.6017
120101,24-10-2026,594.9624
120101,25-10-2026,601.6725
120101,26-10-2026,607.9949
120101,27-10-2026,615.5883
120101,28-10-2026,618.1413
120101,29-10-2026,620.1574
120101,30-10-2026,613.1426
120101,31-10-2026,611.0438
120101,01-11-2026,604.9897
120101,02-11-2026,615.7988
120101,03-11-2026,615.2167
120101,04-11-2026,616.2481
120101,05-11-2026,620.6128
120101,06-11-2026,620.0371
120101,07-11-2026,624.7306
120101,08-11-2026,622.3567
120101,09-11-2026,623.8823
120101,10-11-2026,620.3826
120101,11-11-2026,617.707
120101,12-11-2026,610.6688
120101,13-11-2026,612.6952
120101,14-11-2026,612.4955
120101,15-11-2026,610.5895
120101,16-11-2026,598.7891
120101,17-11-2026,600.8835
120101,18-11-2026,593.0331
120101,19-11-2026,595.3076
120101,20-11-2026,595.46
120101,21-11-2026,590.4322
120101,22-11-2026,590.4514
120101,23-11-2026,589.1475
120101,24-11-2026,591.9867
120101,25-11-2026,597.9358
120101,26-11-2026,591.2106
120101,27-11-2026,589.8603
120101,28-11-2026,588.0147
120101,29-11-2026,592.3918
120101,30-11-2026,594.8592
120101,01-12-2026,593.2447
120101,02-12-2026,591.1708
120101,03-12-2026,589.721
120101,04-12-2026,592.0889
120101,05-12-2026,594.2119
120101,06-12-2026,601.5248
120101,07-12-2026,604.4426
120101,08-12-2026,598.9092
120101,09-12-2026,596.0607
120101,10-12-2026,588.2574
120101,11-12-2026,581.3972
120101,12-12-2026,582.9108
120101,13-12-2026,583.8228
120101,14-12-2026,577.5639
120101,15-12-2026,579.9089
120101,16-12-2026,576.9126
120101,17-12-2026,578.4497
120101,18-12-2026,583.3244
120101,19-12-2026,585.6463
120101,20-12-2026,582.2914
120101,21-12-2026,578.0171
120101,22-12-2026,571.9857
120101,23-12-2026,567.8669
120101,24-12-2026,565.927
120101,25-12-2026,562.5895
120101,26-12-2026,561.5811
120101,27-12-2026,565.7448
120101,28-12-2026,564.7254
120101,29-12-2026,562.9245
120101,30-12-2026,565.2792
120101,31-12-2026,568.6578
120102,01-01-2022,131.7406
120102,02-01-2022,131.4558
120102,03-01-2022,133.4068
120102,04-01-2022,135.481
120102,05-01-2022,134.8995
120102,06-01-2022,134.2103
120102,07-01-2022,135.5029
120102,08-01-2022,137.0328
120102,09-01-2022,135.0606
120102,10-01-2022,135.8193
120102,11-01-2022,135.0376
120102,12-01-2022,135.5777
120102,13-01-2022,134.9206
120102,14-01-2022,131.7118
120102,15-01-2022,129.2432
120102,16-01-2022,128.3688
120102,17-01-2022,126.7115
120102,18-01-2022,127.081
120102,19-01-2022,125.2195
120102,20-01-2022,123.5312
120102,21-01-2022,124.2796
120102,22-01-2022,123.9638
120102,23-01-2022,123.7462
120102,24-01-2022,122.3878
120102,25-01-2022,122.5388
120102,26-01-2022,122.5116
120102,27-01-2022,121.7029
120102,28-01-2022,122.0219
120102,29-01-2022,120.772
120102,30-01-2022,121.2373
120102,31-01-2022,120.7152
120102,01-02-2022,123.0603
120102,02-02-2022,123.3732
120102,03-02-2022,122.1288
120102,04-02-2022,123.1432
120102,05-02-2022,120.9015
120102,06-02-2022,121.0284
120102,07-02-2022,118.8289
120102,08-02-2022,117.1037
120102,09-02-2022,117.7613
120102,10-02-2022,118.8487
120102,11-02-2022,118.6377
120102,12-02-2022,117.8599
120102,13-02-2022,117.4052
120102,14-02-2022,115.3265
120102,15-02-2022,114.6015
120102,16-02-2022,113.71
120102,17-02-2022,114.6866
120102,18-02-2022,115.5766
120102,19-02-2022,113.4955
120102,20-02-2022,113.5559
120102,21-02-2022,113.097
120102,22-02-2022,112.9087
120102,23-02-2022,113.7602
120102,24-02-2022,115.2558
120102,25-02-2022,116.03
120102,26-02-2022,115.4753
120102,27-02-2022,116.1632
120102,28-02-2022,116.1926
120102,01-03-2022,116.8275
120102,02-03-2022,116.3135
120102,03-03-2022,116.4864
120102,04-03-2022,115.0815
120102,05-03-2022,113.1421
120102,06-03-2022,114.0522
120102,07-03-2022,115.9439
120102,08-03-2022,115.6599
120102,09-03-2022,117.1537
120102,10-03-2022,118.1374
120102,11-03-2022,117.4421
120102,12-03-2022,117.8677
120102,13-03-2022,120.157
120102,14-03-2022,119.6926
120102,15-03-2022,121.1967
120102,16-03-2022,117.7218
120102,17-03-2022,118.4998
120102,18-03-2022,118.2199
120102,19-03-2022,118.7063
120102,20-03-2022,119.8445
120102,21-03-2022,117.1631
120102,22-03-2022,116.928
120102,23-03-2022,117.2716
120102,24-03-2022,119.6057
120102,25-03-2022,119.571
120102,26-03-2022,117.697
120102,27-03-2022,117.2927
120102,28-03-2022,117.8009
120102,29-03-2022,119.029
120102,30-03-2022,118.5681
120102,31-03-2022,118.8098
120102,01-04-2022,118.8087
120102,02-04-2022,119.8737
120102,03-04-2022,119.233
120102,04-04-2022,119.3116
120102,05-04-2022,118.2642
120102,06-04-2022,117.3068
120102,07-04-2022,118.4179
120102,08-04-2022,118.3207
120102,09-04-2022,118.354
120102,10-04-2022,118.8644
120102,11-04-2022,117.6743
120102,12-04-2022,116.9879
120102,13-04-2022,116.94
120102,14-04-2022,117.3482
120102,15-04-2022,117.1911
120102,16-04-2022,117.3848
120102,17-04-2022,119.7859
120102,18-04-2022,120.1162
120102,19-04-2022,120.1817
120102,20-04-2022,120.2923
120102,21-04-2022,117.2545
120102,22-04-2022,116.9021
120102,23-04-2022,117.3232
120102,24-04-2022,119.5304
120102,25-04-2022,119.7128
120102,26-04-2022,119.1212
120102,27-04-2022,118.2452
120102,28-04-2022,116.5488
120102,29-04-2022,118.0754
120102,30-04-2022,119.6271
120102,01-05-2022,120.6419
120102,02-05-2022,119.3618
120102,03-05-2022,121.3912
120102,04-05-2022,119.1715
120102,05-05-2022,119.9656
120102,06-05-2022,122.1449
120102,07-05-2022,120.9055
120102,08-05-2022,120.1152
120102,09-05-2022,119.8469
120102,10-05-2022,119.284
120102,11-05-2022,117.4074
120102,12-05-2022,118.0365
120102,13-05-2022,115.9527
120102,14-05-2022,116.4873
120102,15-05-2022,114.9996
120102,16-05-2022,117.2662
120102,17-05-2022,116.6467
120102,18-05-2022,116.4813
120102,19-05-2022,117.1421
120102,20-05-2022,116.0337
120102,21-05-2022,115.5935
120102,22-05-2022,116.3723
120102,23-05-2022,113.8043
120102,24-05-2022,114.0027
120102,25-05-2022,114.6147
120102,26-05-2022,114.185
120102,27-05-2022,113.297
120102,28-05-2022,111.7764
120102,29-05-2022,111.6816
120102,30-05-2022,112.0683
120102,31-05-2022,112.846
120102,01-06-2022,113.5203
120102,02-06-2022,113.2005
120102,03-06-2022,112.8511
120102,04-06-2022,113.0047
120102,05-06-2022,111.7308
120102,06-06-2022,114.6828
120102,07-06-2022,115.5401
120102,08-06-2022,115.4014
120102,09-06-2022,115.9747
120102,10-06-2022,114.4427
120102,11-06-2022,115.317
120102,12-06-2022,117.35
120102,13-06-2022,116.1582
120102,14-06-2022,117.385
120102,15-06-2022,117.9323
120102,16-06-2022,118.9626
120102,17-06-2022,121.0167
120102,18-06-2022,120.6303
120102,19-06-2022,119.5798
120102,20-06-2022,118.4503
120102,21-06-2022,117.8739
120102,22-06-2022,118.6009
120102,23-06-2022,118.62
120102,24-06-2022,118.7714
120102,25-06-2022,119.4047
120102,26-06-2022,119.5028
120102,27-06-2022,121.0639
120102,28-06-2022,120.8355
120102,29-06-2022,124.8167
120102,30-06-2022,124.3686
120102,01-07-2022,123.4846
120102,02-07-2022,121.8592
120102,03-07-2022,122.6939
120102,04-07-2022,121.9578
120102,05-07-2022,123.4491
120102,06-07-2022,124.5063
120102,07-07-2022,124.6861
120102,08-07-2022,123.9637
120102,09-07-2022,121.6118
120102,10-07-2022,120.7318
120102,11-07-2022,122.1744
120102,12-07-2022,122.0664
120102,13-07-2022,121.1658
120102,14-07-2022,121.2218
120102,15-07-2022,121.9485
120102,16-07-2022,121.8315
120102,17-07-2022,121.6764
120102,18-07-2022,121.7766
120102,19-07-2022,120.819
120102,20-07-2022,121.7255
120102,21-07-2022,122.2757
120102,22-07-2022,123.4074
120102,23-07-2022,124.6516
120102,24-07-2022,123.5601
120102,25-07-2022,122.196
120102,26-07-2022,122.888
120102,27-07-2022,123.3342
120102,28-07-2022,124.3421
120102,29-07-2022,129.4479
120102,30-07-2022,129.6969
120102,31-07-2022,130.7344
120102,01-08-2022,130.992
120102,02-08-2022,131.4451
120102,03-08-2022,131.4185
120102,04-08-2022,133.1545
120102,05-08-2022,132.4293
120102,06-08-2022,132.3849
120102,07-08-2022,131.6339
120102,08-08-2022,132.1468
120102,09-08-2022,135.5053
120102,10-08-2022,133.8147
120102,11-08-2022,134.7188
120102,12-08-2022,133.1498
120102,13-08-2022,132.9463
120102,14-08-2022,134.8508
120102,15-08-2022,133.8483
120102,16-08-2022,132.8207
120102,17-08-2022,131.7456
120102,18-08-2022,132.4445
120102,19-08-2022,130.6335
120102,20-08-2022,130.9195
120102,21-08-2022,130.9914
120102,22-08-2022,129.4029
120102,23-08-2022,131.5487
120102,24-08-2022,132.6731
120102,25-08-2022,130.3025
120102,26-08-2022,130.6488
120102,27-08-2022,130.3329
120102,28-08-2022,131.4475
120102,29-08-2022,130.3153
120102,30-08-2022,129.6717
120102,31-08-2022,129.5426
120102,01-09-2022,131.6744
120102,02-09-2022,130.6002
120102,03-09-2022,129.4052
120102,04-09-2022,128.8314
120102,05-09-2022,127.8867
120102,06-09-2022,130.112
120102,07-09-2022,130.4447
120102,08-09-2022,128.9062
120102,09-09-2022,130.5637
120102,10-09-2022,133.6784
120102,11-09-2022,135.0563
120102,12-09-2022,132.8055
120102,13-09-2022,132.6186
120102,14-09-2022,134.6223
120102,15-09-2022,133.6512
120102,16-09-2022,134.2471
120102,17-09-2022,135.5172
120102,18-09-2022,133.934
120102,19-09-2022,134.2818
120102,20-09-2022,129.1196
120102,21-09-2022,127.5083
120102,22-09-2022,127.4732
120102,23-09-2022,125.2152
120102,24-09-2022,126.5683
120102,25-09-2022,124.6891
120102,26-09-2022,123.2582
120102,27-09-2022,122.7794
120102,28-09-2022,125.0034
120102,29-09-2022,123.0061
120102,30-09-2022,125.1349
120102,01-10-2022,124.5373
120102,02-10-2022,123.1974
120102,03-10-2022,123.985
120102,04-10-2022,123.656
120102,05-10-2022,123.3781
120102,06-10-2022,123.7128
120102,07-10-2022,122.4074
120102,08-10-2022,122.5272
120102,09-10-2022,123.5614
120102,10-10-2022,125.3221
120102,11-10-2022,122.9414
120102,12-10-2022,125.8274
120102,13-10-2022,124.35
120102,14-10-2022,123.9511
120102,15-10-2022,125.4878
120102,16-10-2022,125.4729
120102,17-10-2022,124.7516
120102,18-10-2022,124.8557
120102,19-10-2022,124.1964
120102,20-10-2022,123.271
120102,21-10-2022,124.7222
120102,22-10-2022,126.126
120102,23-10-2022,125.3508
120102,24-10-2022,126.2695
120102,25-10-2022,126.5735
120102,26-10-2022,128.9227
120102,27-10-2022,129.8374
120102,28-10-2022,128.3889
120102,29-10-2022,127.0365
120102,30-10-2022,127.0986
120102,31-10-2022,128.0908
120102,01-11-2022,128.3899
120102,02-11-2022,128.3363
120102,03-11-2022,130.0442
120102,04-11-2022,128.6183
120102,05-11-2022,129.4182
120102,06-11-2022,129.3841
120102,07-11-2022,128.8028
120102,08-11-2022,131.1533
120102,09-11-2022,131.8439
120102,10-11-2022,133.1125
120102,11-11-2022,135.3826
120102,12-11-2022,135.3619
120102,13-11-2022,136.2217
120102,14-11-2022,134.9901
120102,15-11-2022,136.1744
120102,16-11-2022,135.8868
120102,17-11-2022,136.3088
120102,18-11-2022,137.5197
120102,19-11-2022,135.9823
120102,20-11-2022,138.8574
120102,21-11-2022,138.1212
120102,22-11-2022,135.732
120102,23-11-2022,138.5312
120102,24-11-2022,139.2625
120102,25-11-2022,139.5103
120102,26-11-2022,140.4968
120102,27-11-2022,141.7108
120102,28-11-2022,139.2817
120102,29-11-2022,139.3053
120102,30-11-2022,138.57
120102,01-12-2022,140.0003
120102,02-12-2022,139.9888
120102,03-12-2022,138.3629
120102,04-12-2022,137.5546
120102,05-12-2022,138.0613
120102,06-12-2022,136.6103
120102,07-12-2022,135.3963
120102,08-12-2022,135.5239
120102,09-12-2022,135.6095
120102,10-12-2022,135.0519
120102,11-12-2022,133.3909
120102,12-12-2022,133.5856
120102,13-12-2022,132.7816
120102,14-12-2022,130.2315
120102,15-12-2022,129.9092
120102,16-12-2022,129.6378
120102,17-12-2022,129.7405
120102,18-12-2022,131.0592
120102,19-12-2022,132.3058
120102,20-12-2022,132.844
120102,21-12-2022,132.6021
120102,22-12-2022,131.1531
120102,23-12-2022,131.6492
120102,24-12-2022,131.4208
120102,25-12-2022,131.0317
120102,26-12-2022,129.9356
120102,27-12-2022,131.4227
120102,28-12-2022,133.5126
120102,29-12-2022,131.8873
120102,30-12-2022,132.6407
120102,31-12-2022,133.4892
120102,01-01-2023,132.1805
120102,02-01-2023,131.6589
120102,03-01-2023,132.3031
120102,04-01-2023,132.1415
120102,05-01-2023,130.9199
120102,06-01-2023,131.0443
120102,07-01-2023,131.3716
120102,08-01-2023,133.144
120102,09-01-2023,134.2282
120102,10-01-2023,136.1337
120102,11-01-2023,135.0974
120102,12-01-2023,136.4476
120102,13-01-2023,136.8019
120102,14-01-2023,139.3978
120102,15-01-2023,139.654
120102,16-01-2023,139.1999
120102,17-01-2023,139.0962
120102,18-01-2023,136.6425
120102,19-01-2023,136.2797
120102,20-01-2023,135.2954
120102,21-01-2023,136.0073
120102,22-01-2023,136.4587
120102,23-01-2023,138.8543
120102,24-01-2023,140.1765
120102,25-01-2023,139.6105
120102,26-01-2023,140.3202
120102,27-01-2023,140.6509
120102,28-01-2023,138.8337
120102,29-01-2023,141.4807
120102,30-01-2023,142.6728
120102,31-01-2023,142.0699
120102,01-02-2023,139.5315
120102,02-02-2023,141.5184
120102,03-02-2023,141.7929
120102,04-02-2023,143.216
120102,05-02-2023,141.832
120102,06-02-2023,140.1886
120102,07-02-2023,139.9226
120102,08-02-2023,140.0068
120102,09-02-2023,138.9445
120102,10-02-2023,138.8236
120102,11-02-2023,137.5292
120102,12-02-2023,137.8682
120102,13-02-2023,138.837
120102,14-02-2023,139.2568
120102,15-02-2023,140.6221
120102,16-02-2023,139.7747
120102,17-02-2023,138.7765
120102,18-02-2023,140.1964
120102,19-02-2023,139.7039
120102,20-02-2023,138.9875
120102,21-02-2023,140.3603
120102,22-02-2023,140.2151
120102,23-02-2023,141.5612
120102,24-02-2023,141.5751
120102,25-02-2023,144.2345
120102,26-02-2023,146.8974
120102,27-02-2023,146.504
120102,28-02-2023,148.0629
120102,01-03-2023,149.0066
120102,02-03-2023,151.4114
120102,03-03-2023,150.2027
120102,04-03-2023,151.1551
120102,05-03-2023,152.4082
120102,06-03-2023,150.19
120102,07-03-2023,148.3579
120102,08-03-2023,145.4212
120102,09-03-2023,145.6718
120102,10-03-2023,146.0489
120102,11-03-2023,147.8373
120102,12-03-2023,148.6609
120102,13-03-2023,150.6192
120102,14-03-2023,149.5038
120102,15-03-2023,147.141
120102,16-03-2023,146.5841
120102,17-03-2023,146.2524
120102,18-03-2023,147.1098
120102,19-03-2023,144.0133
120102,20-03-2023,144.4634
120102,21-03-2023,142.4287
120102,22-03-2023,144.1077
120102,23-03-2023,145.9518
120102,24-03-2023,143.9429
120102,25-03-2023,142.8238
120102,26-03-2023,142.1198
120102,27-03-2023,142.4625
120102,28-03-2023,144.1759
120102,29-03-2023,142.7776
120102,30-03-2023,144.6445
120102,31-03-2023,144.196
120102,01-04-2023,142.6603
120102,02-04-2023,142.5139
120102,03-04-2023,140.7133
120102,04-04-2023,141.0783
120102,05-04-2023,139.4094
120102,06-04-2023,142.1113
120102,07-04-2023,142.0118
120102,08-04-2023,140.9524
120102,09-04-2023,140.254
120102,10-04-2023,140.5814
120102,11-04-2023,141.1754
120102,12-04-2023,141.5125
120102,13-04-2023,141.6648
120102,14-04-2023,141.6135
120102,15-04-2023,140.1207
120102,16-04-2023,140.6043
120102,17-04-2023,137.4982
120102,18-04-2023,135.2611
120102,19-04-2023,137.0704
120102,20-04-2023,138.5191
120102,21-04-2023,137.96
120102,22-04-2023,138.9466
120102,23-04-2023,138.0834
120102,24-04-2023,142.6886
120102,25-04-2023,144.1836
120102,26-04-2023,143.4105
120102,27-04-2023,141.8016
120102,28-04-2023,140.5739
120102,29-04-2023,141.2771
120102,30-04-2023,141.2873
120102,01-05-2023,139.3367
120102,02-05-2023,138.8678
120102,03-05-2023,137.9646
120102,04-05-2023,140.4283
120102,05-05-2023,142.2273
120102,06-05-2023,141.9357
120102,07-05-2023,143.7634
120102,08-05-2023,143.6335
120102,09-05-2023,142.6902
120102,10-05-2023,145.0432
120102,11-05-2023,144.8695
120102,12-05-2023,144.377
120102,13-05-2023,143.616
120102,14-05-2023,142.5091
120102,15-05-2023,141.6872
120102,16-05-2023,143.1023
120102,17-05-2023,145.7216
120102,18-05-2023,143.4486
120102,19-05-2023,143.6559
120102,20-05-2023,143.538
120102,21-05-2023,142.7389
120102,22-05-2023,141.8717
120102,23-05-2023,141.5136
120102,24-05-2023,141.1025
120102,25-05-2023,140.3934
120102,26-05-2023,140.8613
120102,27-05-2023,140.9251
120102,28-05-2023,140.4746
120102,29-05-2023,139.2011
120102,30-05-2023,138.0488
120102,31-05-2023,139.3147
120102,01-06-2023,139.6528
120102,02-06-2023,139.1696
120102,03-06-2023,139.2842
120102,04-06-2023,139.6982
120102,05-06-2023,137.7277
120102,06-06-2023,138.2529
120102,07-06-2023,138.163
120102,08-06-2023,138.7446
120102,09-06-2023,137.8237
120102,10-06-2023,136.6319
120102,11-06-2023,135.1605
120102,12-06-2023,136.2339
