transaction_id,investor_id,scheme_code,transaction_date,transaction_type,amount,units,kyc_status,state
TXN21255,INV12152,120109,2024-10-13,Lumpsum,22598.51,353.1905,Verified,Madhya Pradesh
TXN21256,INV11284,120114,2025-04-11,Lumpsum,81040.38,1047.6603,Verified,Andhra Pradesh
TXN21257,INV10967,120120,2023-03-23,SIP,3563.54,121.7481,Verified,Karnataka
TXN21258,INV11125,120121,2024-04-16,SIP,21709.6,1444.1021,Pending,Uttar Pradesh
TXN21259,INV12186,120116,2025-12-03,SIP,8595.76,178.5564,Pending,Delhi
TXN21260,INV11010,120110,2022-10-24,Lumpsum,97668.25,2266.2668,Verified,West Bengal
TXN21261,INV11263,119551,2025-08-14,SIP,15539.55,181.2561,Verified,Madhya Pradesh
TXN21262,INV10224,120108,2023-06-03,SIP,10232.57,151.5815,Verified,Kerala
TXN21263,INV11487,119777,2024-12-31,Lumpsum,51094.47,1025.6587,Verified,Bihar
TXN21264,INV10033,120118,2023-06-08,SIP,3166.01,37.671,Failed,Uttar Pradesh
TXN21265,INV10965,120112,2023-03-07,SIP,22365.92,241.9764,Verified,Bihar
TXN21266,INV11300,120119,2022-03-11,SIP,21794.67,259.1894,Verified,Uttar Pradesh
TXN21267,INV12014,120123,2024-04-25,Redemption,42375.85,568.3095,Verified,Madhya Pradesh
TXN21268,INV10412,120103,2025-12-01,SIP,13152.03,315.6457,Verified,Uttar Pradesh
TXN21269,INV12467,120128,2023-11-01,Redemption,35370.08,450.1282,Verified,Telangana
TXN21270,INV10753,120121,2025-08-05,SIP,1073.82,38.3414,Verified,Karnataka
TXN21271,INV11252,120113,2025-03-25,SIP,3659.88,112.7355,Verified,Delhi
TXN21272,INV10533,120131,2025-11-05,SIP,20023.42,516.7878,Verified,Gujarat
TXN21273,INV11960,120101,2023-06-18,SIP,17499.2,207.314,Verified,Karnataka
TXN21274,INV11155,120105,2022-06-22,SIP,9822.39,216.2832,Verified,Gujarat
TXN21275,INV11546,120129,2023-04-05,SIP,23754.62,255.2062,Verified,Maharashtra
TXN21276,INV10937,120841,2024-08-05,Redemption,14565.59,168.0682,Verified,Tamil Nadu
TXN21277,INV10204,120118,2025-06-19,SIP,15409.43,657.6063,Pending,Gujarat
TXN21278,INV11508,120103,2025-03-07,SIP,1338.76,23.3537,Verified,Delhi
TXN21279,INV11859,120124,2022-08-31,Redemption,36251.06,1335.2644,Pending,Tamil Nadu
TXN21280,INV11091,120111,2024-10-09,SIP,4124.78,47.3729,Verified,Gujarat
TXN21281,INV12458,120106,2023-08-03,SIP,17252.53,362.0694,Pending,Andhra Pradesh
TXN21282,INV11674,120102,2022-02-28,Lumpsum,195344.99,6262.3206,Failed,Uttar Pradesh
TXN21283,INV11848,120108,2024-01-28,SIP,17422.41,340.0505,Verified,Haryana
TXN21284,INV10043,120123,2022-09-30,SIP,8757.9,121.0121,Failed,Bihar
TXN21285,INV10870,120117,2025-12-21,SIP,18666.5,564.6197,Verified,Gujarat
TXN21286,INV10391,120128,2022-05-01,SIP,8988.7,288.6941,Verified,Maharashtra
TXN21287,INV11452,120131,2025-10-05,SIP,15357.57,198.5676,Verified,Punjab
TXN21288,INV10187,125497,2023-06-04,Lumpsum,125833.29,3380.2835,Verified,Kerala
TXN21289,INV11617,120116,2022-09-28,SIP,14429.45,231.8214,Verified,Madhya Pradesh
TXN21290,INV11067,120103,2024-10-28,SIP,23327.85,262.0791,Verified,Telangana
TXN21291,INV10541,120841,2023-10-12,SIP,13730.17,603.216,Failed,Andhra Pradesh
TXN21292,INV10479,120113,2022-04-01,SIP,12981.05,132.9979,Verified,Karnataka
TXN21293,INV11151,120116,2024-05-30,Lumpsum,181044.57,5373.9208,Verified,Uttar Pradesh
TXN21294,INV11081,120126,2023-10-04,Lumpsum,179071.0,4663.4454,Verified,Gujarat
TXN21295,INV12013,120102,2025-02-12,SIP,23148.47,343.9661,Verified,Bihar
TXN21296,INV11803,118632,2023-01-22,SIP,2309.61,87.212,Verified,Karnataka
TXN21297,INV11927,120109,2022-12-01,SIP,12211.19,597.3531,Verified,Andhra Pradesh
TXN21298,INV12028,120503,2024-06-23,SIP,24731.65,408.9437,Verified,West Bengal
TXN21299,INV11875,120124,2022-08-19,SIP,18274.34,783.4714,Verified,Bihar
TXN21300,INV11432,120841,2023-02-22,SIP,7818.79,91.8282,Verified,Bihar
TXN21301,INV12084,120110,2025-02-27,SIP,16915.3,580.9693,Verified,Madhya Pradesh
TXN21302,INV10017,120126,2025-03-14,SIP,10994.06,649.9518,Verified,Karnataka
TXN21303,INV12041,119062,2023-11-05,Lumpsum,60434.84,614.6743,Verified,Maharashtra
TXN21304,INV10500,120118,2024-02-05,SIP,23299.56,1192.0194,Verified,Haryana
TXN21305,INV11326,120102,2022-03-01,SIP,12045.6,163.4552,Verified,Delhi
TXN21306,INV11966,120122,2025-07-10,SIP,15260.9,1450.3137,Verified,Uttar Pradesh
TXN21307,INV10180,120132,2024-07-16,SIP,23738.04,237.4186,Verified,West Bengal
TXN21308,INV12332,120101,2023-03-09,SIP,2168.37,31.9216,Verified,Bihar
TXN21309,INV11324,118632,2022-05-25,SIP,23845.6,537.9696,Verified,Kerala
TXN21310,INV11634,120109,2022-12-31,SIP,24161.18,274.8825,Verified,Tamil Nadu
TXN21311,INV10366,119551,2023-03-03,SIP,10324.07,223.389,Verified,Karnataka
TXN21312,INV10632,119777,2023-09-04,SIP,20226.41,265.3339,Pending,Telangana
TXN21313,INV11271,120131,2022-09-26,SIP,16972.49,199.9474,Verified,West Bengal
TXN21314,INV12100,120105,2024-09-29,SIP,22249.91,420.7657,Pending,Telangana
TXN21315,INV12307,120131,2024-05-16,SIP,19155.78,230.8218,Verified,Delhi
TXN21316,INV10764,120120,2025-07-15,SIP,3230.74,57.4857,Verified,Gujarat
TXN21317,INV11899,120107,2025-08-19,SIP,18127.25,193.3365,Verified,Rajasthan
TXN21318,INV12160,120126,2022-06-21,Lumpsum,96302.74,5623.0311,Verified,Uttar Pradesh
TXN21319,INV11957,120112,2022-11-01,SIP,17423.53,470.4386,Verified,Karnataka
TXN21320,INV11019,120126,2024-05-25,SIP,14644.86,245.7625,Verified,Uttar Pradesh
TXN21321,INV10185,120125,2022-08-09,Redemption,22395.85,1210.3514,Verified,Kerala
TXN21322,INV12329,120109,2023-12-29,SIP,15053.63,190.1234,Pending,Uttar Pradesh
TXN21323,INV10067,119777,2025-09-16,SIP,5309.25,201.1176,Verified,Telangana
TXN21324,INV11610,120503,2022-06-20,SIP,22042.13,599.1618,Verified,Gujarat
TXN21325,INV12406,120122,2025-10-04,SIP,15971.45,471.7368,Verified,Telangana
TXN21326,INV10767,120106,2023-01-15,SIP,18928.7,294.0848,Verified,Delhi
TXN21327,INV10436,120120,2024-12-30,SIP,1140.33,55.623,Verified,Maharashtra
TXN21328,INV10704,120123,2024-07-31,Redemption,21444.4,309.9146,Verified,Andhra Pradesh
TXN21329,INV12466,120124,2023-09-13,SIP,20515.18,313.1752,Verified,Haryana
TXN21330,INV11618,120112,2022-06-29,SIP,4242.73,156.1424,Verified,Karnataka
TXN21331,INV10066,120105,2022-02-24,SIP,12546.81,544.0026,Verified,Tamil Nadu
TXN21332,INV10991,120120,2025-07-06,Lumpsum,159052.25,5851.3167,Verified,Bihar
TXN21333,INV11233,120122,2022-10-31,SIP,11125.1,543.1835,Verified,Telangana
TXN21334,INV10625,120121,2024-09-20,Redemption,2942.13,58.3103,Verified,Telangana
TXN21335,INV10994,120105,2023-08-27,Lumpsum,166742.9,3684.437,Verified,Haryana
TXN21336,INV11368,125497,2022-07-30,Lumpsum,170287.76,3485.1529,Verified,Rajasthan
TXN21337,INV11703,120124,2025-03-31,Lumpsum,147560.32,1476.8974,Verified,Haryana
TXN21338,INV10152,120124,2024-03-29,SIP,13320.54,177.0989,Verified,Telangana
TXN21339,INV11999,120107,2022-05-05,SIP,1456.47,23.5384,Verified,Kerala
TXN21340,INV12267,119092,2023-07-03,SIP,16559.21,183.9449,Verified,Madhya Pradesh
TXN21341,INV10479,120124,2025-06-29,SIP,9322.34,128.0958,Verified,Rajasthan
TXN21342,INV10086,120103,2023-08-13,Redemption,11225.66,274.1559,Verified,Andhra Pradesh
TXN21343,INV10951,120125,2023-03-26,SIP,22817.68,563.069,Verified,Haryana
TXN21344,INV12467,120122,2022-09-26,Redemption,16082.91,217.2642,Verified,Madhya Pradesh
TXN21345,INV11708,120116,2024-08-25,SIP,24302.6,988.6212,Verified,Punjab
TXN21346,INV10849,120111,2025-11-15,SIP,3068.61,57.4,Verified,Andhra Pradesh
TXN21347,INV10710,120105,2022-11-17,SIP,12812.46,157.3753,Verified,Haryana
TXN21348,INV12023,120112,2023-04-26,Lumpsum,113581.95,1136.5752,Verified,Tamil Nadu
TXN21349,INV11470,120109,2024-01-02,SIP,4806.53,56.8717,Pending,Rajasthan
TXN21350,INV12063,120503,2022-05-11,SIP,11334.89,172.8389,Verified,West Bengal
TXN21351,INV10495,120128,2023-04-04,SIP,7187.73,176.9105,Verified,Telangana
TXN21352,INV11456,120503,2025-02-14,SIP,22511.62,259.3303,Verified,Uttar Pradesh
TXN21353,INV12112,120131,2025-10-03,SIP,17953.72,192.2304,Verified,Delhi
TXN21354,INV11794,120122,2022-08-16,SIP,19759.66,304.6085,Verified,Delhi
TXN21355,INV10418,120128,2022-03-27,SIP,3529.87,52.9269,Verified,Kerala
TXN21356,INV10842,120116,2022-11-18,SIP,8010.95,161.0675,Verified,Andhra Pradesh
TXN21357,INV12073,120124,2022-07-23,Lumpsum,131183.13,3270.2028,Verified,Karnataka
TXN21358,INV10565,119777,2023-02-18,SIP,24271.28,306.3405,Verified,Telangana
TXN21359,INV10027,120108,2024-08-28,SIP,7882.2,310.1572,Verified,West Bengal
TXN21360,INV11090,120116,2024-04-29,SIP,16106.57,501.909,Verified,West Bengal
TXN21361,INV12170,120119,2023-04-13,SIP,20242.45,428.8033,Verified,Karnataka
TXN21362,INV11677,120122,2024-11-23,Lumpsum,138028.73,1453.9039,Verified,Punjab
TXN21363,INV11813,120102,2022-01-21,SIP,20349.92,214.3725,Failed,Andhra Pradesh
TXN21364,INV10348,120114,2023-10-07,SIP,24566.68,991.0227,Verified,Gujarat
TXN21365,INV10252,120118,2022-03-17,SIP,23140.45,981.1225,Verified,Rajasthan
TXN21366,INV12354,118632,2025-07-17,SIP,20177.7,227.167,Verified,Andhra Pradesh
TXN21367,INV11212,120119,2024-04-03,Lumpsum,137769.78,2302.8821,Verified,Madhya Pradesh
TXN21368,INV11247,120113,2023-12-06,SIP,20848.09,229.0527,Verified,Maharashtra
TXN21369,INV10602,120118,2024-07-02,Redemption,11846.41,200.7925,Verified,Rajasthan
TXN21370,INV11812,120115,2025-08-21,SIP,19609.61,219.6227,Verified,Gujarat
TXN21371,INV10346,120503,2025-01-05,SIP,10359.84,138.6873,Verified,West Bengal
TXN21372,INV10517,120126,2025-01-12,Lumpsum,46678.23,832.7896,Verified,Uttar Pradesh
TXN21373,INV11279,120126,2023-11-29,Redemption,32512.9,2685.2507,Verified,Punjab
TXN21374,INV12212,120130,2023-06-14,SIP,20973.5,561.4675,Verified,Tamil Nadu
TXN21375,INV11732,120125,2022-08-15,SIP,2438.7,55.9744,Failed,Andhra Pradesh
TXN21376,INV12079,120115,2022-09-11,SIP,19157.44,202.2515,Verified,Maharashtra
TXN21377,INV11839,120112,2025-03-18,SIP,1125.12,27.7751,Verified,Andhra Pradesh
TXN21378,INV10968,120130,2025-03-04,SIP,22464.13,337.8217,Verified,Andhra Pradesh
TXN21379,INV12185,120131,2023-04-24,SIP,8180.84,116.8307,Pending,West Bengal
TXN21380,INV12347,120101,2024-02-13,SIP,18700.3,960.4465,Verified,Kerala
TXN21381,INV12116,120130,2023-01-30,SIP,19685.19,386.8347,Verified,Bihar
TXN21382,INV10601,120120,2024-04-23,Redemption,6427.93,133.2495,Failed,Delhi
TXN21383,INV10533,120123,2023-03-16,SIP,2873.74,40.5243,Failed,Telangana
TXN21384,INV11650,120130,2025-02-18,SIP,19691.79,222.553,Verified,Kerala
TXN21385,INV12394,120124,2025-07-27,SIP,24916.28,346.0037,Verified,Gujarat
TXN21386,INV12006,120119,2022-11-30,Redemption,26277.72,489.9927,Pending,Karnataka
TXN21387,INV11875,120101,2025-12-13,SIP,21718.52,1053.0072,Verified,Kerala
TXN21388,INV10871,120122,2024-08-27,Redemption,37831.82,398.3712,Verified,Maharashtra
TXN21389,INV11513,119777,2025-05-17,SIP,10806.88,517.621,Verified,Bihar
TXN21390,INV12342,120111,2022-03-24,Lumpsum,34894.38,803.4244,Verified,Kerala
TXN21391,INV11534,120112,2023-08-26,Redemption,3342.93,146.2461,Verified,Telangana
TXN21392,INV12416,120119,2022-04-10,Redemption,44924.14,499.0731,Verified,Madhya Pradesh
TXN21393,INV10884,120104,2024-09-28,Redemption,7871.74,190.2379,Verified,Maharashtra
TXN21394,INV10184,120119,2024-09-12,Redemption,16865.69,332.5668,Verified,Haryana
TXN21395,INV11384,120117,2024-08-31,SIP,18280.8,283.3623,Pending,Bihar
TXN21396,INV10568,120125,2025-07-27,Lumpsum,153527.36,2191.6867,Verified,Telangana
TXN21397,INV10611,120113,2022-07-02,SIP,15994.49,241.8898,Verified,Punjab
TXN21398,INV11587,120107,2024-03-20,SIP,13983.87,145.3215,Pending,West Bengal
TXN21399,INV11815,120110,2025-08-15,SIP,21782.89,295.7672,Verified,Delhi
TXN21400,INV12343,120112,2025-02-23,SIP,3970.76,65.8045,Verified,Rajasthan
TXN21401,INV10789,120132,2025-01-14,Lumpsum,152734.96,1588.4022,Verified,Haryana
TXN21402,INV12138,120105,2024-09-01,Lumpsum,179888.53,8637.9031,Verified,Kerala
TXN21403,INV12179,120104,2022-02-08,SIP,19882.17,619.8495,Verified,Uttar Pradesh
TXN21404,INV12374,120121,2022-06-23,Lumpsum,109041.05,2807.5285,Verified,Punjab
TXN21405,INV12413,120503,2024-10-03,SIP,23412.37,576.7149,Pending,Bihar
TXN21406,INV10740,120119,2022-02-19,Lumpsum,107940.84,2432.1414,Verified,Bihar
TXN21407,INV10373,119777,2022-07-23,SIP,5035.74,219.2972,Verified,Kerala
TXN21408,INV11047,120841,2022-11-12,SIP,23851.95,335.5895,Verified,Uttar Pradesh
TXN21409,INV10242,120132,2023-10-29,Lumpsum,10298.38,674.6329,Verified,Karnataka
TXN21410,INV11598,119062,2023-10-18,SIP,10907.75,278.4038,Verified,Karnataka
TXN21411,INV11539,119777,2022-04-17,SIP,6750.95,105.9298,Verified,Tamil Nadu
TXN21412,INV10969,120124,2024-11-07,SIP,13106.11,137.32,Verified,Punjab
TXN21413,INV11104,118632,2023-10-14,SIP,14274.91,898.288,Pending,Telangana
TXN21414,INV10119,120119,2025-07-21,SIP,22929.64,1963.8174,Verified,Tamil Nadu
TXN21415,INV12270,120130,2025-10-14,SIP,6911.59,115.3399,Verified,Delhi
TXN21416,INV10515,120112,2025-03-09,SIP,11703.57,135.8274,Verified,Gujarat
TXN21417,INV12050,120106,2022-10-19,SIP,13970.55,555.7775,Verified,West Bengal
TXN21418,INV11005,120127,2024-05-17,SIP,14323.65,1040.8656,Verified,Madhya Pradesh
TXN21419,INV11904,120132,2023-08-16,SIP,24329.96,2421.1653,Verified,Rajasthan
TXN21420,INV11976,120110,2025-05-09,SIP,21147.71,478.3055,Pending,Uttar Pradesh
TXN21421,INV11440,120106,2025-04-13,SIP,13247.88,939.9909,Verified,Bihar
TXN21422,INV12188,120129,2022-05-24,SIP,3153.16,43.2778,Verified,Uttar Pradesh
TXN21423,INV10573,120128,2023-07-27,Lumpsum,89232.67,1374.077,Verified,Madhya Pradesh
TXN21424,INV11304,120114,2025-07-24,SIP,24511.37,332.5927,Verified,Uttar Pradesh
TXN21425,INV11119,120108,2025-09-18,SIP,9199.12,179.0341,Verified,West Bengal
TXN21426,INV12456,120114,2022-02-02,Lumpsum,139909.79,2052.0681,Verified,Madhya Pradesh
TXN21427,INV10009,120131,2024-09-02,SIP,22634.68,320.861,Verified,Maharashtra
TXN21428,INV11693,120128,2025-11-27,Lumpsum,100350.46,2212.7411,Verified,Andhra Pradesh
TXN21429,INV10333,119092,2025-01-08,SIP,22421.73,268.7004,Verified,Maharashtra
TXN21430,INV11824,119777,2023-12-24,SIP,10033.03,156.4776,Verified,Bihar
TXN21431,INV11585,120104,2025-11-28,SIP,3994.33,92.1557,Failed,Maharashtra
TXN21432,INV10791,120121,2022-01-20,SIP,18835.47,240.6846,Verified,Tamil Nadu
TXN21433,INV11466,120105,2022-07-04,SIP,15722.63,421.6757,Verified,Bihar
TXN21434,INV10906,120107,2024-10-08,SIP,1883.11,34.6444,Verified,West Bengal
TXN21435,INV12483,120106,2022-01-15,SIP,24622.32,364.9955,Verified,Tamil Nadu
TXN21436,INV10455,120110,2025-03-11,Lumpsum,101332.21,1698.476,Verified,Kerala
TXN21437,INV12318,120131,2025-03-03,SIP,2568.66,119.2387,Verified,Karnataka
TXN21438,INV10267,120101,2023-06-16,SIP,14677.68,480.9694,Verified,Madhya Pradesh
TXN21439,INV12143,120110,2023-01-28,SIP,17271.49,173.9751,Verified,Bihar
TXN21440,INV12183,120132,2023-06-02,SIP,14442.78,284.0084,Verified,Rajasthan
TXN21441,INV11750,118632,2023-10-24,SIP,21264.2,456.129,Verified,Gujarat
TXN21442,INV10499,120126,2024-08-13,SIP,9675.32,123.5484,Verified,Telangana
TXN21443,INV10920,118632,2023-07-24,SIP,11081.49,219.8816,Verified,Madhya Pradesh
TXN21444,INV10022,120118,2023-02-03,SIP,2963.41,48.2139,Verified,West Bengal
TXN21445,INV10104,120107,2025-11-13,SIP,23986.62,259.2319,Verified,Gujarat
TXN21446,INV10807,120103,2023-11-06,Redemption,5016.52,75.6908,Verified,Uttar Pradesh
TXN21447,INV10115,120123,2024-06-03,SIP,1576.56,19.2852,Verified,Punjab
TXN21448,INV11370,120109,2023-05-22,SIP,12365.84,128.4199,Verified,Delhi
TXN21449,INV10223,120114,2024-11-30,SIP,6681.85,403.4452,Verified,Punjab
TXN21450,INV12458,120132,2024-06-17,SIP,3296.1,65.6841,Verified,Punjab
TXN21451,INV10512,120841,2022-05-05,SIP,1800.25,47.1329,Verified,Madhya Pradesh
TXN21452,INV10267,120101,2022-05-07,SIP,20257.29,1356.7274,Verified,Madhya Pradesh
TXN21453,INV11769,119092,2022-07-28,Lumpsum,15879.04,1080.333,Verified,Rajasthan
TXN21454,INV11563,120118,2022-07-16,Lumpsum,151632.85,4894.5276,Verified,Haryana
TXN21455,INV12456,120132,2022-01-22,Lumpsum,79864.4,979.1525,Verified,Telangana
TXN21456,INV10415,120114,2025-08-26,Lumpsum,157671.18,3099.6808,Verified,Rajasthan
TXN21457,INV11345,120130,2023-01-30,SIP,3464.55,54.5034,Verified,Delhi
TXN21458,INV10277,120130,2023-02-01,Lumpsum,116776.37,1733.5455,Verified,Madhya Pradesh
TXN21459,INV11050,120115,2024-05-12,SIP,18390.95,367.7,Pending,Telangana
TXN21460,INV10996,120101,2022-04-01,SIP,4064.34,64.9183,Verified,Maharashtra
TXN21461,INV12102,120115,2023-09-30,Redemption,44490.65,557.5646,Verified,Haryana
TXN21462,INV10604,120123,2023-09-25,SIP,9229.61,213.6746,Verified,Haryana
TXN21463,INV10034,120126,2025-04-16,SIP,17279.21,1139.8957,Verified,Rajasthan
TXN21464,INV12078,120128,2022-04-22,Lumpsum,72044.14,736.0007,Pending,Gujarat
TXN21465,INV10825,119092,2023-12-01,SIP,17028.64,234.7795,Verified,Tamil Nadu
TXN21466,INV11915,120131,2025-11-19,Lumpsum,171141.69,2807.9619,Verified,West Bengal
TXN21467,INV11375,120132,2023-09-06,SIP,8886.86,457.2298,Verified,Gujarat
TXN21468,INV10173,120124,2023-03-26,SIP,1088.73,36.2038,Failed,Madhya Pradesh
TXN21469,INV10944,120122,2025-07-01,SIP,6736.46,88.5063,Verified,Tamil Nadu
TXN21470,INV11358,120117,2023-02-25,Lumpsum,40927.68,413.0395,Verified,Gujarat
TXN21471,INV11487,125497,2022-06-01,SIP,1720.42,84.4708,Verified,West Bengal
TXN21472,INV11191,120121,2023-02-03,SIP,15056.47,190.8348,Pending,Rajasthan
TXN21473,INV10180,119551,2023-02-12,SIP,7818.42,263.2017,Verified,Tamil Nadu
TXN21474,INV11074,120104,2023-11-27,Lumpsum,113128.47,4339.6236,Verified,Bihar
TXN21475,INV10089,120104,2023-06-21,SIP,3428.57,40.4169,Verified,Madhya Pradesh
TXN21476,INV10563,120117,2025-09-03,SIP,22240.28,549.7604,Verified,Punjab
TXN21477,INV10862,120112,2024-07-23,Redemption,19742.75,453.7361,Verified,Tamil Nadu
TXN21478,INV10702,120126,2025-06-30,SIP,11409.23,154.2105,Failed,Madhya Pradesh
TXN21479,INV10486,120102,2022-09-25,SIP,5551.39,95.8294,Verified,Punjab
TXN21480,INV11533,120113,2025-05-12,SIP,24447.56,763.7603,Verified,Gujarat
TXN21481,INV10190,120132,2025-04-17,SIP,21506.45,589.5983,Verified,Tamil Nadu
TXN21482,INV10609,120113,2023-05-22,SIP,16107.02,457.5,Verified,Maharashtra
TXN21483,INV10518,120125,2025-04-11,SIP,12735.78,168.7822,Verified,Madhya Pradesh
TXN21484,INV11928,120132,2022-05-13,Redemption,26413.46,340.3019,Verified,Karnataka
TXN21485,INV12086,120116,2024-10-18,Lumpsum,95532.12,2451.7996,Verified,Kerala
TXN21486,INV11532,120126,2025-11-23,Lumpsum,144551.73,2650.8038,Verified,Telangana
TXN21487,INV11100,120130,2024-04-01,Redemption,46216.89,738.7795,Verified,Rajasthan
TXN21488,INV10150,120106,2023-03-26,SIP,5872.01,66.967,Pending,Madhya Pradesh
TXN21489,INV11622,120106,2023-09-19,SIP,22329.01,363.5265,Verified,Gujarat
TXN21490,INV11533,120109,2025-02-01,SIP,4223.93,240.508,Verified,Delhi
TXN21491,INV11821,120126,2023-12-22,SIP,15015.09,289.4599,Verified,Tamil Nadu
TXN21492,INV11378,120120,2024-07-12,SIP,11380.14,264.187,Failed,Telangana
TXN21493,INV12038,120113,2023-07-14,Redemption,3186.47,64.0471,Verified,Gujarat
TXN21494,INV11088,119092,2024-01-06,Lumpsum,21071.61,245.4917,Verified,Madhya Pradesh
TXN21495,INV12101,120127,2025-08-11,SIP,19860.96,212.6566,Verified,Delhi
TXN21496,INV10404,119777,2022-05-27,SIP,1918.75,68.4593,Verified,West Bengal
TXN21497,INV10806,120114,2023-05-28,Redemption,37770.14,477.1158,Verified,Uttar Pradesh
TXN21498,INV11125,120105,2025-12-16,Lumpsum,199609.16,1998.9609,Verified,Haryana
TXN21499,INV12225,120109,2022-01-18,SIP,8187.38,97.4598,Verified,Punjab
TXN21500,INV11655,120118,2025-04-02,SIP,16727.4,318.7364,Pending,Punjab
TXN21501,INV12100,120102,2024-03-25,SIP,6446.23,83.2606,Verified,Tamil Nadu
TXN21502,INV11944,120107,2024-11-22,SIP,19863.39,254.0533,Verified,Haryana
TXN21503,INV11890,120114,2022-06-25,Lumpsum,169931.33,3497.1506,Verified,West Bengal
TXN21504,INV11711,120106,2024-06-17,SIP,21470.66,1689.3572,Failed,Telangana
TXN21505,INV10570,120129,2022-09-20,SIP,23640.5,2174.5782,Verified,Uttar Pradesh
TXN21506,INV11453,120114,2023-04-07,Redemption,22434.53,288.5977,Pending,Gujarat
TXN21507,INV12203,120112,2023-10-30,SIP,1557.76,19.3074,Verified,Haryana
TXN21508,INV10570,120102,2023-11-08,SIP,16116.14,250.7558,Verified,Haryana
TXN21509,INV12490,120129,2024-03-11,Lumpsum,44819.9,992.5294,Verified,Gujarat
TXN21510,INV12190,120117,2023-01-21,SIP,3607.32,58.8889,Verified,Telangana
TXN21511,INV11850,120112,2022-07-10,SIP,3503.52,58.6249,Verified,Karnataka
TXN21512,INV10132,120131,2024-09-27,Lumpsum,41404.96,2547.3402,Failed,Maharashtra
TXN21513,INV11581,120111,2023-02-26,Redemption,15973.07,279.2709,Pending,Tamil Nadu
TXN21514,INV11863,118632,2024-01-25,SIP,1265.13,32.1022,Verified,Kerala
TXN21515,INV11683,120118,2022-11-18,SIP,4099.3,86.0164,Verified,Delhi
TXN21516,INV10282,120117,2023-02-27,SIP,21890.78,577.9264,Verified,Karnataka
TXN21517,INV11945,120103,2025-05-21,SIP,23539.7,374.3932,Verified,Haryana
TXN21518,INV12059,120122,2023-07-19,SIP,1178.64,51.5991,Verified,Tamil Nadu
TXN21519,INV10263,120118,2025-05-23,Redemption,13848.33,349.7033,Verified,Punjab
TXN21520,INV12332,120124,2024-07-31,SIP,14827.19,194.1846,Verified,Telangana
TXN21521,INV11180,120122,2023-12-12,SIP,21223.35,261.0138,Pending,Andhra Pradesh
TXN21522,INV11602,120132,2022-12-25,SIP,6979.24,76.6976,Verified,Gujarat
TXN21523,INV11770,120122,2024-02-27,SIP,16817.92,230.803,Verified,Madhya Pradesh
TXN21524,INV10392,120118,2025-12-01,SIP,6752.69,76.4324,Verified,Maharashtra
TXN21525,INV11122,120127,2023-08-21,Redemption,45982.22,631.4161,Verified,Rajasthan
TXN21526,INV10890,120124,2024-04-22,Redemption,28535.55,286.5634,Verified,Punjab
TXN21527,INV10314,119062,2024-10-30,SIP,19708.26,420.1413,Verified,Punjab
TXN21528,INV10676,120109,2023-03-01,SIP,2071.24,166.9734,Verified,Kerala
TXN21529,INV11892,120117,2023-12-05,Lumpsum,82871.66,3013.9179,Verified,Andhra Pradesh
TXN21530,INV10155,125497,2023-05-29,Redemption,36036.78,1617.2137,Verified,Delhi
TXN21531,INV11902,120124,2024-08-02,SIP,2981.17,43.1228,Verified,Delhi
TXN21532,INV11793,120101,2024-08-22,SIP,7699.41,313.967,Pending,Bihar
TXN21533,INV10074,120131,2022-07-25,SIP,8059.47,138.6722,Verified,Karnataka
TXN21534,INV11601,120103,2022-06-08,SIP,19326.14,272.3354,Verified,Rajasthan
TXN21535,INV10629,120121,2024-01-04,SIP,6200.14,473.2918,Verified,Karnataka
TXN21536,INV12181,120106,2024-06-24,SIP,2146.14,31.9694,Verified,Andhra Pradesh
TXN21537,INV12142,119062,2024-03-10,SIP,8399.78,570.7391,Verified,Andhra Pradesh
TXN21538,INV10020,118632,2024-02-12,SIP,5841.71,179.8945,Verified,Punjab
TXN21539,INV10978,120105,2022-07-07,SIP,11120.39,112.2862,Verified,Maharashtra
TXN21540,INV11381,120105,2025-10-24,SIP,2516.12,26.1314,Verified,Rajasthan
TXN21541,INV10396,120103,2022-12-09,SIP,10976.32,557.4129,Verified,Maharashtra
TXN21542,INV11340,120113,2025-02-25,SIP,5549.14,193.7499,Verified,Rajasthan
TXN21543,INV12219,120118,2024-05-26,SIP,6577.8,336.8105,Verified,Delhi
TXN21544,INV11325,120104,2022-01-31,SIP,16695.83,1507.0718,Verified,Gujarat
TXN21545,INV10872,120122,2023-03-27,SIP,16791.08,478.9079,Verified,Delhi
TXN21546,INV11512,120503,2022-05-18,SIP,6245.46,168.1686,Verified,Madhya Pradesh
TXN21547,INV12453,120124,2022-07-28,SIP,13868.36,139.8756,Verified,Andhra Pradesh
TXN21548,INV12332,120103,2023-05-31,Lumpsum,121974.09,1240.4889,Verified,Delhi
TXN21549,INV11592,120101,2023-11-12,SIP,16248.48,181.4316,Verified,Karnataka
TXN21550,INV11303,120123,2022-05-19,SIP,1423.57,15.4586,Verified,West Bengal
TXN21551,INV11839,120117,2024-11-12,SIP,18803.53,339.9797,Verified,Rajasthan
TXN21552,INV10055,120107,2022-02-13,SIP,19214.58,907.8446,Verified,Haryana
TXN21553,INV10969,120120,2023-05-14,SIP,2905.35,129.8191,Verified,Haryana
TXN21554,INV12043,120111,2023-02-18,SIP,10017.95,147.7933,Verified,Karnataka
